title,year,length,budget,rating,votes,Action,Comedy,Drama,Romance,Short,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,country
Global Movie 4777,1988,125.0,55667620.0,7.4,232963,1,0,0,0,1,0,1,0,1,0,Global
Global Movie 4778,2000,128.0,101629506.0,6.4,174207,0,1,1,0,0,1,1,0,0,1,Global
Global Movie 4779,1961,139.0,179436942.0,4.5,707125,0,1,1,1,0,0,1,0,1,0,Global
Global Movie 4780,2004,147.0,41728057.0,7.4,181681,1,0,0,0,1,1,0,0,1,0,Global
Global Movie 4781,1960,161.0,123964223.0,4.9,891014,0,1,1,0,1,1,0,1,1,1,Global
Global Movie 4782,1975,127.0,119611628.0,4.4,180369,1,1,1,0,0,1,0,1,0,1,Global
Global Movie 4783,1991,157.0,108646101.0,7.7,401795,0,0,0,1,1,0,1,1,1,0,Global
Global Movie 4784,1976,82.0,168006486.0,9.0,585675,0,1,1,0,1,1,1,1,1,0,Global
Global Movie 4785,1960,112.0,151602810.0,6.5,678272,1,0,1,1,0,1,0,0,0,1,Global
Global Movie 4786,1987,145.0,171631613.0,4.2,514104,0,0,1,1,1,0,0,0,1,0,Global
Global Movie 4787,1992,120.0,161004208.0,8.8,822794,0,1,0,0,0,0,0,1,1,0,Global
Global Movie 4788,1968,88.0,120059267.0,4.4,390321,0,0,0,1,1,1,1,1,1,0,Global
Global Movie 4789,2013,90.0,114160946.0,8.8,740587,0,1,1,0,1,0,1,0,0,1,Global
Global Movie 4790,1955,160.0,15726965.0,6.2,670681,0,1,1,1,0,1,0,1,1,1,Global
Global Movie 4791,1995,152.0,137680936.0,6.0,335762,0,0,1,0,0,1,1,1,0,1,Global
Global Movie 4792,1991,93.0,24664022.0,7.0,75048,1,1,0,0,0,1,1,0,1,1,Global
Global Movie 4793,2014,95.0,199857787.0,9.3,165227,1,1,0,1,0,0,1,1,1,0,Global
Global Movie 4794,2021,114.0,72113032.0,8.9,962692,1,1,1,0,0,0,0,0,0,1,Global
Global Movie 4795,2008,97.0,137199636.0,6.6,104819,1,0,1,0,0,0,0,1,1,1,Global
Global Movie 4796,2001,179.0,67563816.0,7.8,186148,1,0,0,1,0,1,1,1,1,1,Global
Global Movie 4797,1996,151.0,29830701.0,7.2,785060,0,1,1,1,0,1,1,1,0,1,Global
Global Movie 4798,1956,177.0,56330358.0,7.8,80566,0,0,1,0,0,1,0,0,0,0,Global
Global Movie 4799,1960,169.0,63543732.0,8.6,479629,1,1,0,1,1,0,0,0,0,1,Global
Global Movie 4800,2010,175.0,110656783.0,4.2,970240,0,1,1,0,1,0,0,0,1,1,Global
Global Movie 4801,2017,98.0,21175934.0,5.8,247135,0,0,1,1,0,1,0,0,0,0,Global
Global Movie 4802,1974,86.0,101944055.0,9.3,832153,0,0,0,1,1,0,1,0,1,0,Global
Global Movie 4803,1961,137.0,14538302.0,9.2,874121,0,0,1,1,0,0,0,0,0,1,Global
Global Movie 4804,1975,113.0,181957360.0,4.1,630600,0,1,0,0,0,0,0,1,0,1,Global
Global Movie 4805,1961,178.0,63180926.0,5.1,217488,1,0,0,0,1,0,0,1,0,1,Global
Global Movie 4806,1992,130.0,48160748.0,9.5,984096,1,1,0,0,0,1,0,1,1,0,Global
Global Movie 4807,2000,162.0,22437512.0,6.7,186017,0,1,1,0,0,1,0,1,1,1,Global
Global Movie 4808,1986,137.0,130962830.0,7.2,92826,1,1,1,0,0,1,1,0,1,0,Global
Global Movie 4809,1995,143.0,95260390.0,4.9,140472,1,0,1,1,0,0,1,1,0,0,Global
Global Movie 4810,2002,94.0,76642080.0,8.9,951489,1,0,1,0,1,0,1,0,1,0,Global
Global Movie 4811,1962,164.0,43079812.0,5.3,233541,1,0,0,1,0,0,0,1,1,0,Global
Global Movie 4812,2003,136.0,190837547.0,5.0,14391,0,1,0,1,1,1,0,1,0,1,Global
Global Movie 4813,2006,71.0,157363436.0,5.3,895572,1,1,0,1,1,0,1,0,1,0,Global
Global Movie 4814,1953,158.0,80184665.0,9.1,670874,0,0,1,0,0,1,0,0,0,1,Global
Global Movie 4815,1998,118.0,17141339.0,7.9,859015,1,0,0,1,1,1,0,1,0,0,Global
Global Movie 4816,1956,139.0,147844455.0,8.2,300608,1,0,0,0,1,1,0,0,1,1,Global
Global Movie 4817,1960,95.0,158276046.0,6.1,969175,0,0,1,0,1,0,0,0,0,1,Global
Global Movie 4818,2003,141.0,117452547.0,9.0,489184,0,0,1,0,1,1,0,1,1,1,Global
Global Movie 4819,1994,168.0,7709332.0,8.3,569527,1,0,0,0,0,1,0,0,0,0,Global
Global Movie 4820,1972,96.0,163191167.0,8.1,379515,1,0,1,1,0,0,1,0,1,0,Global
Global Movie 4821,1977,158.0,61738589.0,9.3,872731,0,0,1,0,0,1,0,0,1,1,Global
Global Movie 4822,2006,87.0,62184465.0,6.0,216428,1,0,1,1,1,0,1,1,1,0,Global
Global Movie 4823,1975,123.0,87130562.0,7.4,769380,0,1,0,1,1,1,0,0,0,1,Global
Global Movie 4824,1974,70.0,35182333.0,9.0,699234,0,0,0,0,0,0,0,0,1,0,Global
Global Movie 4825,2003,130.0,37536331.0,8.3,39959,0,0,0,1,1,1,0,0,0,0,Global
Global Movie 4826,1978,172.0,115122330.0,7.1,793977,1,1,0,1,1,1,0,1,1,0,Global
Global Movie 4827,1985,72.0,74495540.0,4.4,305899,0,1,0,1,0,1,1,1,1,1,Global
Global Movie 4828,1963,137.0,133212436.0,7.6,576753,0,1,0,0,1,0,0,1,0,1,Global
Global Movie 4829,1984,110.0,186232421.0,6.9,788169,1,1,0,1,1,0,1,0,1,0,Global
Global Movie 4830,1979,106.0,50179195.0,5.0,917743,0,1,0,0,0,0,1,1,1,1,Global
Global Movie 4831,1966,120.0,38770533.0,8.9,52695,1,1,1,0,0,1,1,0,0,0,Global
Global Movie 4832,2016,84.0,177010599.0,5.9,380419,1,1,1,0,0,0,1,1,1,1,Global
Global Movie 4833,1979,77.0,68049102.0,6.1,36826,0,0,0,0,0,0,0,1,1,1,Global
Global Movie 4834,1994,107.0,100449745.0,7.7,136865,1,0,1,1,0,0,1,0,0,1,Global
Global Movie 4835,2000,152.0,148561583.0,6.7,550062,1,0,1,1,0,0,0,0,1,0,Global
Global Movie 4836,1996,125.0,197308709.0,4.5,412953,1,1,0,1,0,1,1,0,1,1,Global
Global Movie 4837,2002,116.0,101015124.0,6.1,356564,0,0,0,0,1,1,1,0,0,0,Global
Global Movie 4838,2013,159.0,78880464.0,4.5,883461,0,1,0,1,0,1,1,0,0,0,Global
Global Movie 4839,1987,172.0,14633512.0,5.0,996351,0,0,1,0,1,1,0,0,1,0,Global
Global Movie 4840,2013,79.0,120479794.0,4.0,674089,1,1,1,1,0,1,1,0,0,1,Global
Global Movie 4841,1956,171.0,95801041.0,5.0,498382,0,0,0,0,1,1,0,1,1,1,Global
Global Movie 4842,1971,147.0,1661944.0,5.8,603635,0,0,0,0,1,0,1,1,0,0,Global
Global Movie 4843,1990,118.0,128230838.0,7.0,258466,1,0,1,0,1,1,1,1,1,1,Global
Global Movie 4844,1959,110.0,179416036.0,9.1,319362,0,0,0,0,1,0,1,0,0,0,Global
Global Movie 4845,2006,152.0,31141755.0,7.0,855650,1,0,0,1,1,1,0,1,1,0,Global
Global Movie 4846,1956,99.0,181622501.0,7.9,506318,0,0,1,0,0,0,0,0,1,0,Global
Global Movie 4847,1999,74.0,55982283.0,6.0,574403,1,0,1,1,0,1,0,1,1,1,Global
Global Movie 4848,2001,164.0,17795119.0,8.1,643336,1,1,0,1,0,1,1,1,0,1,Global
Global Movie 4849,1982,140.0,197968048.0,7.4,71796,1,1,1,1,1,1,1,0,0,1,Global
Global Movie 4850,1950,152.0,75209747.0,6.5,859728,1,0,1,0,1,1,1,1,1,0,Global
Global Movie 4851,2002,100.0,131451840.0,5.1,243583,0,0,0,0,1,0,1,1,0,1,Global
Global Movie 4852,2009,121.0,36215673.0,5.7,919919,1,0,0,0,0,0,0,1,0,0,Global
Global Movie 4853,1983,172.0,149050690.0,7.4,337295,1,0,0,1,1,1,1,1,0,0,Global
Global Movie 4854,1953,157.0,146110270.0,6.3,446490,1,1,0,0,1,1,0,1,0,1,Global
Global Movie 4855,1966,167.0,67884542.0,8.9,7576,1,1,0,0,0,0,0,0,0,1,Global
Global Movie 4856,1953,92.0,103064466.0,5.3,342994,1,0,0,1,0,1,0,0,0,0,Global
Global Movie 4857,1992,117.0,148244524.0,4.4,951087,1,0,0,0,0,1,1,1,1,0,Global
Global Movie 4858,1953,178.0,30993782.0,7.2,840850,0,0,1,1,1,0,0,0,1,1,Global
Global Movie 4859,1950,109.0,188234669.0,8.9,398509,1,0,0,1,1,0,0,0,0,1,Global
Global Movie 4860,2020,75.0,116529075.0,6.0,259540,0,1,1,1,0,0,0,1,0,0,Global
Global Movie 4861,1999,107.0,131933650.0,7.6,837460,1,1,0,0,1,0,1,0,0,1,Global
Global Movie 4862,2010,110.0,57776509.0,5.3,380147,1,1,0,0,1,1,0,0,1,1,Global
Global Movie 4863,1984,169.0,10846358.0,7.1,67298,0,1,0,1,1,1,0,0,1,0,Global
Global Movie 4864,1957,96.0,90705690.0,8.3,9819,1,0,0,1,1,1,0,1,0,1,Global
Global Movie 4865,1973,144.0,106271770.0,8.8,406910,1,1,0,0,0,1,0,1,1,0,Global
Global Movie 4866,1985,138.0,46319523.0,4.6,413025,0,0,0,0,1,0,0,1,1,1,Global
Global Movie 4867,1999,126.0,43477003.0,6.0,189968,0,1,1,1,1,1,0,1,1,0,Global
Global Movie 4868,1992,86.0,14721078.0,7.5,750156,0,1,0,1,0,1,1,1,1,0,Global
Global Movie 4869,1976,140.0,182774362.0,4.2,289642,0,0,0,1,1,0,0,1,1,1,Global
Global Movie 4870,1981,160.0,97762797.0,7.8,3968,1,1,0,0,1,1,1,1,1,1,Global
Global Movie 4871,1967,116.0,197672289.0,6.9,112678,0,0,1,1,0,0,1,0,0,1,Global
Global Movie 4872,1977,148.0,87000416.0,5.6,144223,0,0,1,0,1,0,1,1,1,1,Global
Global Movie 4873,1978,179.0,33138462.0,8.5,414121,0,0,0,1,0,0,1,0,0,0,Global
Global Movie 4874,1965,82.0,146159007.0,5.6,670342,1,0,0,0,1,0,0,1,0,1,Global
Global Movie 4875,1996,80.0,95579377.0,9.5,791341,0,0,0,1,1,0,1,1,1,1,Global
Global Movie 4876,2008,178.0,38932455.0,8.5,66583,1,1,0,0,1,1,0,1,1,0,Global
Global Movie 4877,1980,159.0,90125602.0,7.9,234767,1,1,0,0,0,1,0,1,0,0,Global
Global Movie 4878,1953,155.0,13383582.0,4.3,85943,1,0,1,0,1,1,0,0,1,0,Global
Global Movie 4879,1986,161.0,123457273.0,9.0,810358,1,0,0,0,1,0,1,1,0,1,Global
Global Movie 4880,1966,93.0,15801310.0,8.3,894957,0,0,1,0,0,0,0,0,0,0,Global
Global Movie 4881,1988,162.0,187986277.0,5.3,841689,0,0,1,0,1,1,0,0,1,1,Global
Global Movie 4882,1997,142.0,91833877.0,6.2,146008,1,1,0,1,1,0,1,0,1,0,Global
Global Movie 4883,1995,175.0,76647880.0,5.5,803422,0,0,1,1,1,0,0,1,1,1,Global
Global Movie 4884,1997,73.0,107587123.0,9.4,517452,0,1,0,1,0,0,0,1,0,0,Global
Global Movie 4885,1988,115.0,163344328.0,8.7,576924,0,1,1,0,0,1,0,0,0,0,Global
Global Movie 4886,1953,87.0,189705470.0,9.1,160534,0,0,0,0,0,0,1,1,1,1,Global
Global Movie 4887,1979,112.0,73340172.0,8.3,497488,1,1,0,1,1,0,0,1,1,1,Global
Global Movie 4888,1979,149.0,120396111.0,6.5,423004,0,0,0,0,0,0,0,1,1,1,Global
Global Movie 4889,1971,102.0,7638111.0,5.1,284880,0,0,0,0,1,1,0,0,1,0,Global
Global Movie 4890,2015,162.0,22505473.0,5.1,146495,1,1,1,1,0,0,0,0,0,1,Global
Global Movie 4891,1961,172.0,133803033.0,4.8,984790,0,0,1,1,0,1,1,0,1,0,Global
Global Movie 4892,1985,79.0,142386893.0,7.0,187463,0,0,1,1,1,0,1,0,0,1,Global
Global Movie 4893,1967,142.0,96997178.0,9.1,406980,0,1,0,1,0,0,1,0,1,1,Global
Global Movie 4894,2002,128.0,20292769.0,9.5,854079,1,1,0,1,0,1,0,1,0,0,Global
Global Movie 4895,2020,100.0,180382407.0,5.6,794860,0,1,1,1,1,1,0,0,0,0,Global
Global Movie 4896,1950,97.0,161524771.0,7.8,690418,0,0,0,1,1,1,0,0,0,1,Global
Global Movie 4897,2007,129.0,133937492.0,7.3,319013,1,1,0,0,1,0,1,0,1,0,Global
Global Movie 4898,1955,72.0,93534071.0,6.7,329047,0,1,1,0,1,1,1,0,1,1,Global
Global Movie 4899,2019,124.0,112512365.0,7.7,884157,1,1,0,0,1,1,0,1,1,1,Global
Global Movie 4900,1993,83.0,51508330.0,6.0,307857,1,1,1,0,1,1,0,1,0,1,Global
Global Movie 4901,2021,127.0,168429751.0,9.2,99131,1,0,0,1,1,0,0,0,1,1,Global
Global Movie 4902,1973,158.0,120457499.0,7.9,528604,0,1,0,0,1,1,1,1,1,1,Global
Global Movie 4903,1968,84.0,116269677.0,8.1,885094,0,1,1,0,0,0,0,0,1,1,Global
Global Movie 4904,1967,71.0,188458795.0,5.3,953920,0,0,1,0,1,0,1,0,0,1,Global
Global Movie 4905,1979,93.0,11187823.0,4.9,310482,0,1,1,0,0,0,1,0,1,1,Global
Global Movie 4906,1991,147.0,160480005.0,6.2,253036,0,1,1,1,1,1,0,1,0,1,Global
Global Movie 4907,1982,133.0,49207955.0,8.2,260025,1,0,1,0,1,1,0,1,0,1,Global
Global Movie 4908,1961,140.0,150630112.0,9.2,667433,1,0,0,1,0,1,0,0,1,1,Global
Global Movie 4909,1976,169.0,17524715.0,6.4,961338,1,0,1,1,0,1,1,0,1,0,Global
Global Movie 4910,1988,93.0,84249671.0,8.3,740335,1,0,0,0,0,0,0,0,0,0,Global
Global Movie 4911,1958,96.0,150383112.0,6.6,65864,0,0,0,1,1,1,1,1,1,1,Global
Global Movie 4912,1970,106.0,43351489.0,5.6,406873,1,1,1,0,1,1,1,0,0,1,Global
Global Movie 4913,1978,171.0,128882284.0,8.1,796254,1,1,1,1,1,0,0,0,0,1,Global
Global Movie 4914,1982,163.0,171338596.0,8.4,643812,0,1,0,1,1,1,0,1,0,1,Global
Global Movie 4915,2011,160.0,40672745.0,5.1,265126,1,1,1,1,0,0,1,0,1,0,Global
Global Movie 4916,1964,108.0,155817323.0,5.7,822799,0,0,1,0,1,0,1,1,0,0,Global
Global Movie 4917,1951,132.0,54781968.0,6.7,781491,0,0,0,0,0,1,0,0,0,0,Global
Global Movie 4918,2001,148.0,37599668.0,5.0,765676,0,0,0,0,1,0,1,1,1,1,Global
Global Movie 4919,1993,95.0,89696357.0,9.1,341855,1,1,1,0,1,0,0,0,0,0,Global
Global Movie 4920,2003,134.0,161846690.0,7.3,358600,1,0,0,1,0,0,0,0,0,0,Global
Global Movie 4921,1967,73.0,13164078.0,4.7,894984,1,0,0,0,1,1,0,1,1,0,Global
Global Movie 4922,1952,98.0,63392038.0,5.0,208843,1,1,0,1,0,1,0,0,0,0,Global
Global Movie 4923,1956,70.0,191582237.0,9.2,514190,1,0,0,1,1,1,1,1,1,0,Global
Global Movie 4924,1992,176.0,115968837.0,8.1,866318,1,0,0,1,1,0,0,0,1,1,Global
Global Movie 4925,1987,119.0,3552387.0,8.0,7232,0,1,0,1,1,1,0,1,0,0,Global
Global Movie 4926,1986,179.0,4636402.0,4.4,172325,0,1,0,1,1,1,1,0,1,0,Global
Global Movie 4927,2007,155.0,134949796.0,8.9,766864,1,0,0,1,1,0,1,1,0,0,Global
Global Movie 4928,1982,80.0,147646434.0,6.4,235930,1,1,0,1,0,1,0,1,1,1,Global
Global Movie 4929,2008,143.0,63780089.0,7.6,246828,0,0,0,1,1,1,0,0,0,0,Global
Global Movie 4930,1960,128.0,18270712.0,9.3,34922,0,1,1,1,1,0,1,0,1,0,Global
Global Movie 4931,2017,131.0,77766220.0,4.6,601752,0,1,1,1,1,1,1,1,0,1,Global
Global Movie 4932,2017,150.0,55495674.0,6.7,56784,1,1,1,1,1,0,0,1,0,1,Global
Global Movie 4933,1971,105.0,96445717.0,4.3,653363,1,1,0,0,0,1,1,1,1,0,Global
Global Movie 4934,2015,125.0,123690817.0,6.7,536099,1,0,0,1,1,1,1,0,0,0,Global
Global Movie 4935,1993,159.0,157421667.0,5.4,725129,0,0,0,0,0,1,1,1,0,0,Global
Global Movie 4936,1955,90.0,6598023.0,9.0,916439,1,0,0,0,0,0,1,1,1,1,Global
Global Movie 4937,1991,82.0,27630060.0,6.2,511633,1,1,0,1,0,1,0,1,1,1,Global
Global Movie 4938,1974,78.0,100349993.0,7.5,433295,1,0,1,1,0,1,0,0,1,0,Global
Global Movie 4939,2006,80.0,90694705.0,8.7,205450,1,1,0,1,0,0,0,0,0,0,Global
Global Movie 4940,2004,144.0,49729992.0,9.4,338644,1,0,1,1,1,1,0,0,0,0,Global
Global Movie 4941,1965,139.0,156924349.0,6.8,915191,1,1,1,0,0,0,1,1,0,0,Global
Global Movie 4942,1963,70.0,99960064.0,6.5,180086,0,1,1,0,0,1,1,1,1,0,Global
Global Movie 4943,1988,139.0,156718988.0,4.4,832243,1,1,0,1,0,1,1,0,0,0,Global
Global Movie 4944,1977,146.0,55637105.0,4.1,10800,0,0,1,0,0,1,1,0,0,0,Global
Global Movie 4945,2000,155.0,124508686.0,7.3,590163,0,0,0,1,0,1,0,0,0,0,Global
Global Movie 4946,1998,125.0,87969953.0,4.4,821495,0,0,0,1,0,1,0,0,1,1,Global
Global Movie 4947,1958,100.0,182882922.0,6.1,442676,1,0,1,1,1,1,1,1,1,0,Global
Global Movie 4948,2007,155.0,102992316.0,4.0,646015,1,1,1,0,1,0,0,0,0,0,Global
Global Movie 4949,1994,106.0,109930398.0,7.4,79744,1,1,1,0,0,1,0,0,1,1,Global
Global Movie 4950,1971,116.0,104810869.0,6.3,390805,1,1,0,0,0,0,1,1,1,1,Global
Global Movie 4951,1981,160.0,177922422.0,4.7,912239,0,1,0,1,0,1,0,1,0,1,Global
Global Movie 4952,2018,147.0,158001116.0,5.6,683950,1,0,1,0,0,0,0,0,1,0,Global
Global Movie 4953,2018,116.0,69105134.0,7.1,639475,0,0,0,1,0,0,1,0,1,0,Global
Global Movie 4954,1991,138.0,9058430.0,7.6,16828,1,1,0,1,1,0,1,0,1,0,Global
Global Movie 4955,2002,127.0,28511826.0,6.5,420370,1,0,0,0,1,1,1,0,0,1,Global
Global Movie 4956,2008,105.0,65701786.0,8.4,662074,0,1,1,1,1,1,0,1,1,0,Global
Global Movie 4957,1988,101.0,154650788.0,4.6,189312,0,1,1,1,1,0,1,0,1,0,Global
Global Movie 4958,1964,167.0,136813156.0,4.5,982953,0,1,1,1,1,0,1,0,0,0,Global
Global Movie 4959,2020,133.0,63488170.0,4.2,956917,1,0,0,1,1,0,0,0,0,0,Global
Global Movie 4960,1978,140.0,49514867.0,6.9,945556,0,1,1,0,0,0,0,0,0,1,Global
Global Movie 4961,1952,111.0,96379640.0,7.9,822309,0,0,0,1,0,0,1,1,0,0,Global
Global Movie 4962,1959,117.0,107001435.0,4.7,157306,0,1,0,1,1,0,0,0,0,0,Global
Global Movie 4963,1978,143.0,156629939.0,7.5,352901,1,0,0,1,0,1,0,1,1,0,Global
Global Movie 4964,1984,150.0,41911679.0,6.6,543398,0,0,0,0,1,1,1,0,0,0,Global
Global Movie 4965,1955,99.0,194877187.0,9.4,975611,0,1,1,1,1,0,1,0,1,1,Global
Global Movie 4966,1961,90.0,28895885.0,7.9,472874,1,1,1,1,1,1,0,0,0,0,Global
Global Movie 4967,1987,129.0,175993574.0,7.6,160447,0,0,0,0,0,0,1,1,1,1,Global
Global Movie 4968,1968,82.0,46217239.0,7.1,55582,0,0,1,1,0,0,0,1,0,0,Global
Global Movie 4969,2016,70.0,120297231.0,9.5,548014,0,0,1,0,1,1,0,0,1,0,Global
Global Movie 4970,1957,134.0,103120147.0,9.4,814609,1,1,1,1,0,0,0,1,0,1,Global
Global Movie 4971,1957,102.0,107478862.0,7.0,141870,0,1,1,0,1,1,0,1,1,1,Global
Global Movie 4972,1996,107.0,95110982.0,6.5,298492,0,0,1,1,0,0,1,0,1,0,Global
Global Movie 4973,1953,94.0,123848761.0,6.5,624079,0,0,1,0,0,0,0,1,0,1,Global
Global Movie 4974,2000,95.0,111205439.0,6.4,386871,0,0,1,0,1,1,1,1,1,0,Global
Global Movie 4975,2016,146.0,116312469.0,6.9,850586,0,1,1,1,1,1,0,1,1,0,Global
Global Movie 4976,1994,128.0,109242645.0,5.5,804676,0,1,1,1,1,1,0,1,0,1,Global
Global Movie 4977,1957,161.0,90451071.0,9.1,679294,0,0,1,0,1,0,1,1,1,0,Global
Global Movie 4978,1965,102.0,107035921.0,6.7,106350,1,0,1,1,0,1,1,0,1,0,Global
Global Movie 4979,2016,170.0,72357751.0,8.6,834933,1,1,0,1,1,0,0,0,0,1,Global
Global Movie 4980,1958,110.0,130526222.0,6.6,985266,1,1,0,0,0,0,0,0,1,1,Global
Global Movie 4981,2009,99.0,140083876.0,8.0,60133,0,0,1,0,1,1,1,1,0,0,Global
Global Movie 4982,2020,126.0,151620403.0,5.9,573705,1,0,1,1,0,0,1,0,1,0,Global
Global Movie 4983,1964,118.0,95229851.0,7.4,866736,0,0,1,1,1,1,1,1,1,0,Global
Global Movie 4984,2020,117.0,27275064.0,6.7,702605,0,1,1,1,1,1,0,0,1,1,Global
Global Movie 4985,1990,141.0,28680872.0,6.0,263551,0,0,0,1,1,0,1,1,1,0,Global
Global Movie 4986,1971,118.0,22878426.0,8.8,878227,1,0,0,0,0,0,0,1,0,0,Global
Global Movie 4987,1973,116.0,128833374.0,4.6,714462,1,0,1,0,0,1,1,1,0,1,Global
Global Movie 4988,1993,125.0,4484840.0,6.7,407480,0,1,0,0,1,1,1,0,1,0,Global
Global Movie 4989,1950,134.0,63786979.0,5.1,418125,0,1,1,0,0,0,1,1,1,1,Global
Global Movie 4990,1959,81.0,67761774.0,8.7,926394,1,1,0,1,1,1,0,0,0,1,Global
Global Movie 4991,2021,138.0,185267818.0,5.4,30672,1,0,1,0,0,0,1,1,0,0,Global
Global Movie 4992,2005,157.0,41242496.0,7.5,386580,1,1,0,0,1,0,1,1,0,1,Global
Global Movie 4993,1999,75.0,192296305.0,4.9,232331,1,1,0,1,1,1,0,0,1,0,Global
Global Movie 4994,1961,158.0,83905308.0,6.2,628300,1,1,0,1,0,0,1,0,1,0,Global
Global Movie 4995,2009,134.0,162910471.0,8.9,696402,1,1,1,0,0,1,0,1,1,1,Global
Global Movie 4996,1975,94.0,28028920.0,4.9,965328,1,1,0,1,0,1,0,1,0,1,Global
Global Movie 4997,1990,70.0,33716943.0,7.6,48696,0,0,1,0,1,0,0,1,1,1,Global
Global Movie 4998,1985,101.0,123577785.0,5.1,855833,0,0,0,1,0,0,1,0,0,0,Global
Global Movie 4999,1972,175.0,116784731.0,6.3,419552,1,0,0,1,0,0,1,1,0,0,Global
Eksi Bir,96,96.0,,9.4,5061,0,0,1,0,0,0,0,0,0,0,Turkey
The Chaos Class,87,87.0,,9.2,9324,0,1,1,0,0,0,0,0,0,0,Turkey
The Bloody Farm,2000,100.0,,9.2,3284,0,0,1,1,0,0,0,0,0,0,Turkey
Saban-Karamanin koyunu,2000,100.0,,9.0,5848,1,1,0,0,0,0,0,0,0,0,Turkey
Tosun Pasa,90,90.0,,8.9,8631,1,1,0,0,0,0,0,0,0,0,Turkey
Sut Kardesler,80,80.0,,8.9,5025,1,1,0,1,0,0,0,0,0,0,Turkey
The Chaos Class Failed the Class,91,91.0,,8.9,588,0,1,0,0,0,0,0,0,0,0,Turkey
The Chaos Class Is Waking Up,94,94.0,,8.8,9637,1,1,0,0,0,0,0,0,0,0,Turkey
My Dear Brother,85,85.0,,8.7,9082,1,0,1,0,0,0,0,0,0,0,Turkey
Kibar Feyzo,83,83.0,,8.7,7365,0,1,1,0,0,0,0,0,0,0,Turkey
"Saban, Son of Saban",90,90.0,,8.7,5471,1,1,0,0,0,0,0,0,0,0,Turkey
The Broken Landlord,101,101.0,,8.7,1286,0,1,1,0,0,0,0,0,0,0,Turkey
Happy Days,95,95.0,,8.7,5377,0,1,1,1,0,0,0,0,0,0,Turkey
Copculer Krali,80,80.0,,8.6,6822,1,1,0,1,0,0,0,0,0,0,Turkey
The Chaos Class Is on Vacation,97,97.0,,8.6,4507,1,1,1,0,0,0,0,0,0,0,Turkey
Sarhos,2000,100.0,,8.6,6533,1,1,1,0,0,0,0,0,0,0,Turkey
The Girl with the Red Scarf,90,90.0,,8.5,8041,1,0,1,1,0,0,0,0,0,0,Turkey
Mr. Muhsin,119,119.0,,8.5,3369,0,1,1,0,0,0,0,0,0,0,Turkey
Zubuk,88,88.0,,8.5,1806,0,1,1,0,0,0,0,0,0,0,Turkey
Laughing Eyes,97,97.0,,8.5,3699,1,1,1,0,0,0,0,0,0,0,Turkey
Tamiri Mumkun,113,113.0,,8.4,802,0,0,0,0,0,0,0,0,0,0,Turkey
Our Family,92,92.0,,8.4,5756,0,1,1,0,0,0,0,0,0,0,Turkey
King of the Doormen,84,84.0,,8.4,1373,1,1,1,0,0,0,0,0,0,0,Turkey
The Crazy One,2000,100.0,,8.4,638,0,0,1,0,0,0,0,0,0,0,Turkey
Askin Gozyasi,82,82.0,,8.4,4312,1,0,1,1,0,0,0,0,0,0,Turkey
Ayla: The Daughter of War,125,125.0,,8.3,3039,1,0,1,0,0,0,0,0,0,0,Turkey
Don't Let Them Shoot the Kite,85,85.0,,8.3,585,0,0,1,0,0,0,0,0,0,0,Turkey
From the Village to the City,91,91.0,,8.3,1486,1,1,0,0,0,0,0,0,0,0,Turkey
Burning Days,129,129.0,,8.2,1149,0,0,1,0,0,0,0,0,0,0,Turkey
Miracle in Cell No. 7,132,132.0,,8.2,883,0,0,1,0,0,0,0,0,0,0,Turkey
My Father and My Son,112,112.0,,8.2,3024,0,0,1,0,0,0,0,0,0,0,Turkey
The Mountain II,135,135.0,,8.2,8911,0,0,1,0,0,0,0,0,0,0,Turkey
Elif Ana,123,123.0,,8.2,8277,1,0,1,0,0,0,0,0,0,0,Turkey
Champion,130,130.0,,8.2,7869,1,0,1,1,0,0,0,0,0,0,Turkey
Pocket Hercules: Naim Suleymanoglu,141,141.0,,8.2,5712,0,0,1,0,0,0,0,0,0,0,Turkey
The Herd,117,117.0,,8.2,8161,0,0,1,0,0,0,0,0,0,0,Turkey
Gizem Birimi,95,95.0,,8.2,7389,1,1,0,0,0,0,0,0,0,0,Turkey
Tosun Pasa,77,77.0,,8.2,3632,1,1,0,0,0,0,0,0,0,0,Turkey
Rumble in Ludenscheid,95,95.0,,8.2,8124,0,0,1,0,0,0,0,0,0,0,Turkey
The Stars of Istanbul,70,70.0,,8.2,4624,1,1,0,0,0,0,0,0,0,0,Turkey
Winter Sleep,196,196.0,,8.1,1904,0,0,1,0,0,0,0,0,0,0,Turkey
The Bandit,128,128.0,,8.1,6495,1,0,1,0,0,0,0,0,0,0,Turkey
Innocence,110,110.0,,8.1,9390,0,0,1,0,0,0,0,0,0,0,Turkey
Pardon,99,99.0,,8.1,8403,1,1,1,0,0,0,0,0,0,0,Turkey
Everything's Gonna Be Great,107,107.0,,8.1,7930,1,1,1,0,0,0,0,0,0,0,Turkey
The Bagcilar,90,90.0,,8.1,1069,1,1,0,0,0,0,0,0,0,0,Turkey
Davaro: Son Eskiya,94,94.0,,8.1,1733,0,1,1,0,0,0,0,0,0,0,Turkey
Korkusuz Korkak,77,77.0,,8.1,8651,0,1,0,0,0,0,0,0,0,0,Turkey
